CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
M,8,5,4,6,1,M8,M85,M85.4,M85.46,M85.461,Other disorders of bone density & structure,bone cyst solitary,fibula tibia,.,bone cyst solitary fibula tibia .,tibia,leg,leg,musculoskeletal,"disorder, bone density",y,.
M,8,5,4,6,2,M8,M85,M85.4,M85.46,M85.462,Other disorders of bone density & structure,bone cyst solitary,fibula tibia,.,bone cyst solitary fibula tibia .,tibia,leg,leg,musculoskeletal,"disorder, bone density",y,.
M,8,6,0,6,1,M8,M86,M86.0,M86.06,M86.061,Osteomyelitis,acute hematogenous osteomyelitis,fibula tibia,.,acute hematogenous osteomyelitis fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,1,6,1,M8,M86,M86.1,M86.16,M86.161,Osteomyelitis,acute osteomyelitis,fibula tibia,.,acute osteomyelitis fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,1,6,2,M8,M86,M86.1,M86.16,M86.162,Osteomyelitis,acute osteomyelitis,fibula tibia,.,acute osteomyelitis fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,2,6,1,M8,M86,M86.2,M86.26,M86.261,Osteomyelitis,osteomyelitis subacute,fibula tibia,.,osteomyelitis subacute fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,2,6,2,M8,M86,M86.2,M86.26,M86.262,Osteomyelitis,osteomyelitis subacute,fibula tibia,.,osteomyelitis subacute fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,6,6,1,M8,M86,M86.6,M86.66,M86.661,Osteomyelitis,chronic osteomyelitis,fibula tibia,.,chronic osteomyelitis fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,6,6,6,2,M8,M86,M86.6,M86.66,M86.662,Osteomyelitis,chronic osteomyelitis,fibula tibia,.,chronic osteomyelitis fibula tibia .,tibia,leg,leg,musculoskeletal,osteomyelitis,y,.
M,8,9,1,6,4,M8,M89,M89.1,M89.16,M89.164,Other disorders of bone,arrest physeal,tibia,distal,arrest physeal tibia distal,tibia,leg,leg,musculoskeletal,arrest physeal,y,.
M,8,9,1,6,5,M8,M89,M89.1,M89.16,M89.165,Other disorders of bone,arrest physeal,tibia,distal,arrest physeal tibia distal,tibia,leg,leg,musculoskeletal,arrest physeal,y,.
M,8,9,1,6,9,M8,M89,M89.1,M89.16,M89.169,Other disorders of bone,arrest physeal,tibia,leg lower,arrest physeal tibia leg lower,tibia,leg,leg,musculoskeletal,arrest physeal,y,.
M,8,9,2,6,2,M8,M89,M89.2,M89.26,M89.262,Other disorders of bone,bone development disorders growth,fibula left right tibia,.,bone development disorders growth fibula left right tibia .,tibia,leg,leg,musculoskeletal,bone development,y,.
M,9,2,5,0,.,M9,M92,M92.5,M92.50,M92.50,Other juvenile osteochondrosis,fibula juvenile leg osteochondrosis tibia,.,.,fibula juvenile leg osteochondrosis tibia . .,tibia,leg,leg,musculoskeletal,"osteochondrosis, juvenile",y,.
M,9,2,5,1,.,M9,M92,M92.5,M92.51,M92.51,Other juvenile osteochondrosis,fibula juvenile leg osteochondrosis tibia,right,.,fibula juvenile leg osteochondrosis tibia right .,tibia,leg,leg,musculoskeletal,"osteochondrosis, juvenile",y,.
M,9,2,5,2,.,M9,M92,M92.5,M92.52,M92.52,Other juvenile osteochondrosis,fibula juvenile leg osteochondrosis tibia,left,.,fibula juvenile leg osteochondrosis tibia left .,tibia,leg,leg,musculoskeletal,"osteochondrosis, juvenile",y,.
Q,6,8,4,.,.,Q6,Q68,Q68.4,Q68.4,Q68.4,Other congenital musculoskeletal deformities,bowing congenital fibula tibia,.,.,bowing congenital fibula tibia . .,tibia,leg,leg,congenital,deformity,y,.
Q,7,2,5,1,.,Q7,Q72,Q72.5,Q72.51,Q72.51,Reduction defects of lower limb,defect longitudinal reduction tibia,right,.,defect longitudinal reduction tibia right .,tibia,leg,leg,congenital,reduction,y,.
Q,7,2,5,2,.,Q7,Q72,Q72.5,Q72.52,Q72.52,Reduction defects of lower limb,defect longitudinal reduction tibia,left,.,defect longitudinal reduction tibia left .,tibia,leg,leg,congenital,reduction,y,.
S,8,2,1,0,1,S8,S82,S82.1,S82.10,S82.101,"Fracture of lower leg, including ankle",fracture,tibia upper,right,fracture tibia upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,0,2,S8,S82,S82.1,S82.10,S82.102,"Fracture of lower leg, including ankle",fracture,tibia upper,left,fracture tibia upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,1,1,S8,S82,S82.1,S82.11,S82.111,"Fracture of lower leg, including ankle",fracture,spine tibial,displaced right,fracture spine tibial displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,1,2,S8,S82,S82.1,S82.11,S82.112,"Fracture of lower leg, including ankle",fracture,spine tibial,displaced left,fracture spine tibial displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,1,4,S8,S82,S82.1,S82.11,S82.114,"Fracture of lower leg, including ankle",fracture,spine tibial,nondisplaced right,fracture spine tibial nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,1,5,S8,S82,S82.1,S82.11,S82.115,"Fracture of lower leg, including ankle",fracture,spine tibial,left nondisplaced,fracture spine tibial left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,2,1,S8,S82,S82.1,S82.12,S82.121,"Fracture of lower leg, including ankle",fracture,condyle lateral tibia,displaced right,fracture condyle lateral tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,2,2,S8,S82,S82.1,S82.12,S82.122,"Fracture of lower leg, including ankle",fracture,condyle lateral tibia,displaced left,fracture condyle lateral tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,3,1,S8,S82,S82.1,S82.13,S82.131,"Fracture of lower leg, including ankle",fracture,condyle medial tibia,displaced right,fracture condyle medial tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,4,1,S8,S82,S82.1,S82.14,S82.141,"Fracture of lower leg, including ankle",fracture,bicondylar tibia,displaced right,fracture bicondylar tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,4,2,S8,S82,S82.1,S82.14,S82.142,"Fracture of lower leg, including ankle",fracture,bicondylar tibia,displaced left,fracture bicondylar tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,4,3,S8,S82,S82.1,S82.14,S82.143,"Fracture of lower leg, including ankle",fracture,bicondylar tibia,displaced,fracture bicondylar tibia displaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,4,4,S8,S82,S82.1,S82.14,S82.144,"Fracture of lower leg, including ankle",fracture,bicondylar tibia,nondisplaced right,fracture bicondylar tibia nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,5,1,S8,S82,S82.1,S82.15,S82.151,"Fracture of lower leg, including ankle",fracture,tibial tuberosity,displaced right,fracture tibial tuberosity displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,5,2,S8,S82,S82.1,S82.15,S82.152,"Fracture of lower leg, including ankle",fracture,tibial tuberosity,displaced left,fracture tibial tuberosity displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,5,3,S8,S82,S82.1,S82.15,S82.153,"Fracture of lower leg, including ankle",fracture,tibial tuberosity,displaced,fracture tibial tuberosity displaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,5,4,S8,S82,S82.1,S82.15,S82.154,"Fracture of lower leg, including ankle",fracture,tibial tuberosity,nondisplaced right,fracture tibial tuberosity nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,5,5,S8,S82,S82.1,S82.15,S82.155,"Fracture of lower leg, including ankle",fracture,tibial tuberosity,left nondisplaced,fracture tibial tuberosity left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,6,1,S8,S82,S82.1,S82.16,S82.161,"Fracture of lower leg, including ankle",fracture,tibia torus upper,right,fracture tibia torus upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,6,2,S8,S82,S82.1,S82.16,S82.162,"Fracture of lower leg, including ankle",fracture,tibia torus upper,left,fracture tibia torus upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,9,1,S8,S82,S82.1,S82.19,S82.191,"Fracture of lower leg, including ankle",fracture,tibia upper,right,fracture tibia upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,1,9,2,S8,S82,S82.1,S82.19,S82.192,"Fracture of lower leg, including ankle",fracture,tibia upper,left,fracture tibia upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,0,1,S8,S82,S82.2,S82.20,S82.201,"Fracture of lower leg, including ankle",fracture,shaft tibia,right,fracture shaft tibia right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,0,2,S8,S82,S82.2,S82.20,S82.202,"Fracture of lower leg, including ankle",fracture,shaft tibia,left,fracture shaft tibia left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,2,1,S8,S82,S82.2,S82.22,S82.221,"Fracture of lower leg, including ankle",fracture,shaft tibia transverse,displaced right,fracture shaft tibia transverse displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,2,2,S8,S82,S82.2,S82.22,S82.222,"Fracture of lower leg, including ankle",fracture,shaft tibia transverse,displaced left,fracture shaft tibia transverse displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,2,4,S8,S82,S82.2,S82.22,S82.224,"Fracture of lower leg, including ankle",fracture,shaft tibia transverse,nondisplaced right,fracture shaft tibia transverse nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,2,5,S8,S82,S82.2,S82.22,S82.225,"Fracture of lower leg, including ankle",fracture,shaft tibia transverse,left nondisplaced,fracture shaft tibia transverse left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,2,6,S8,S82,S82.2,S82.22,S82.226,"Fracture of lower leg, including ankle",fracture,shaft tibia transverse,nondisplaced,fracture shaft tibia transverse nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,3,1,S8,S82,S82.2,S82.23,S82.231,"Fracture of lower leg, including ankle",fracture,oblique shaft tibia,displaced right,fracture oblique shaft tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,3,2,S8,S82,S82.2,S82.23,S82.232,"Fracture of lower leg, including ankle",fracture,oblique shaft tibia,displaced left,fracture oblique shaft tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,3,4,S8,S82,S82.2,S82.23,S82.234,"Fracture of lower leg, including ankle",fracture,oblique shaft tibia,nondisplaced right,fracture oblique shaft tibia nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,3,5,S8,S82,S82.2,S82.23,S82.235,"Fracture of lower leg, including ankle",fracture,oblique shaft tibia,left nondisplaced,fracture oblique shaft tibia left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,4,1,S8,S82,S82.2,S82.24,S82.241,"Fracture of lower leg, including ankle",fracture,shaft spiral tibia,displaced right,fracture shaft spiral tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,4,2,S8,S82,S82.2,S82.24,S82.242,"Fracture of lower leg, including ankle",fracture,shaft spiral tibia,displaced left,fracture shaft spiral tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,4,4,S8,S82,S82.2,S82.24,S82.244,"Fracture of lower leg, including ankle",fracture,shaft spiral tibia,nondisplaced right,fracture shaft spiral tibia nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,4,5,S8,S82,S82.2,S82.24,S82.245,"Fracture of lower leg, including ankle",fracture,shaft spiral tibia,left nondisplaced,fracture shaft spiral tibia left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,5,1,S8,S82,S82.2,S82.25,S82.251,"Fracture of lower leg, including ankle",fracture,comminuted shaft tibia,displaced right,fracture comminuted shaft tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,5,2,S8,S82,S82.2,S82.25,S82.252,"Fracture of lower leg, including ankle",fracture,comminuted shaft tibia,displaced left,fracture comminuted shaft tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,6,1,S8,S82,S82.2,S82.26,S82.261,"Fracture of lower leg, including ankle",fracture,segmental shaft tibia,displaced right,fracture segmental shaft tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,9,1,S8,S82,S82.2,S82.29,S82.291,"Fracture of lower leg, including ankle",fracture,shaft tibia,right,fracture shaft tibia right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,2,9,2,S8,S82,S82.2,S82.29,S82.292,"Fracture of lower leg, including ankle",fracture,shaft tibia,left,fracture shaft tibia left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,0,1,S8,S82,S82.3,S82.30,S82.301,"Fracture of lower leg, including ankle",fracture,lower tibia,right,fracture lower tibia right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,0,2,S8,S82,S82.3,S82.30,S82.302,"Fracture of lower leg, including ankle",fracture,lower tibia,left,fracture lower tibia left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,0,9,S8,S82,S82.3,S82.30,S82.309,"Fracture of lower leg, including ankle",fracture,lower tibia,closed,fracture lower tibia closed,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,1,1,S8,S82,S82.3,S82.31,S82.311,"Fracture of lower leg, including ankle",fracture,lower tibia torus,right,fracture lower tibia torus right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,1,2,S8,S82,S82.3,S82.31,S82.312,"Fracture of lower leg, including ankle",fracture,lower tibia torus,left,fracture lower tibia torus left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,9,1,S8,S82,S82.3,S82.39,S82.391,"Fracture of lower leg, including ankle",fracture,lower tibia,right,fracture lower tibia right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,3,9,2,S8,S82,S82.3,S82.39,S82.392,"Fracture of lower leg, including ankle",fracture,lower tibia,left,fracture lower tibia left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,5,1,X,S8,S82,S82.5,S82.51,S82.51X,"Fracture of lower leg, including ankle",fracture,displaced malleolus medial right tibia,.,fracture displaced malleolus medial right tibia .,tibia,leg,leg,trauma,fracture,y,.
S,8,2,5,2,X,S8,S82,S82.5,S82.52,S82.52X,"Fracture of lower leg, including ankle",fracture,displaced left malleolus medial tibia,.,fracture displaced left malleolus medial tibia .,tibia,leg,leg,trauma,fracture,y,.
S,8,2,5,4,X,S8,S82,S82.5,S82.54,S82.54X,"Fracture of lower leg, including ankle",fracture,malleolus medial nondisplaced right tibia,.,fracture malleolus medial nondisplaced right tibia .,tibia,leg,leg,trauma,fracture,y,.
S,8,2,5,5,X,S8,S82,S82.5,S82.55,S82.55X,"Fracture of lower leg, including ankle",fracture,left malleolus medial nondisplaced tibia,.,fracture left malleolus medial nondisplaced tibia .,tibia,leg,leg,trauma,fracture,y,.
S,8,2,8,7,1,S8,S82,S82.8,S82.87,S82.871,"Fracture of lower leg, including ankle",fracture,pilon tibia,displaced right,fracture pilon tibia displaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,8,7,2,S8,S82,S82.8,S82.87,S82.872,"Fracture of lower leg, including ankle",fracture,pilon tibia,displaced left,fracture pilon tibia displaced left,tibia,leg,leg,trauma,fracture,y,.
S,8,2,8,7,4,S8,S82,S82.8,S82.87,S82.874,"Fracture of lower leg, including ankle",fracture,pilon tibia,nondisplaced right,fracture pilon tibia nondisplaced right,tibia,leg,leg,trauma,fracture,y,.
S,8,2,8,7,5,S8,S82,S82.8,S82.87,S82.875,"Fracture of lower leg, including ankle",fracture,pilon tibia,left nondisplaced,fracture pilon tibia left nondisplaced,tibia,leg,leg,trauma,fracture,y,.
S,8,4,0,1,X,S8,S84,S84.0,S84.01,S84.01X,Injury of nerves at lower leg level,leg,injury level lower nerve right tibial,.,leg injury level lower nerve right tibial .,tibia,leg,leg,trauma,nerve,y,.
S,8,9,0,0,2,S8,S89,S89.0,S89.00,S89.002,Other & unspecified injuries of lower leg,fracture,physeal tibia upper,left,fracture physeal tibia upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,1,1,S8,S89,S89.0,S89.01,S89.011,Other & unspecified injuries of lower leg,fracture,physeal salterharris tibia type upper,right,fracture physeal salterharris tibia type upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,2,1,S8,S89,S89.0,S89.02,S89.021,Other & unspecified injuries of lower leg,fracture,ii physeal salterharris tibia type upper,right,fracture ii physeal salterharris tibia type upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,2,2,S8,S89,S89.0,S89.02,S89.022,Other & unspecified injuries of lower leg,fracture,ii physeal salterharris tibia type upper,left,fracture ii physeal salterharris tibia type upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,3,2,S8,S89,S89.0,S89.03,S89.032,Other & unspecified injuries of lower leg,fracture,iii physeal salterharris tibia type upper,left,fracture iii physeal salterharris tibia type upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,4,1,S8,S89,S89.0,S89.04,S89.041,Other & unspecified injuries of lower leg,fracture,iv physeal salterharris tibia type upper,right,fracture iv physeal salterharris tibia type upper right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,4,2,S8,S89,S89.0,S89.04,S89.042,Other & unspecified injuries of lower leg,fracture,iv physeal salterharris tibia type upper,left,fracture iv physeal salterharris tibia type upper left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,0,4,9,S8,S89,S89.0,S89.04,S89.049,Other & unspecified injuries of lower leg,fracture,iv physeal salterharris tibia type upper,.,fracture iv physeal salterharris tibia type upper .,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,0,1,S8,S89,S89.1,S89.10,S89.101,Other & unspecified injuries of lower leg,fracture,lower physeal tibia,right,fracture lower physeal tibia right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,0,9,S8,S89,S89.1,S89.10,S89.109,Other & unspecified injuries of lower leg,fracture,lower physeal tibia,.,fracture lower physeal tibia .,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,1,1,S8,S89,S89.1,S89.11,S89.111,Other & unspecified injuries of lower leg,fracture,lower physeal salterharris tibia type,right,fracture lower physeal salterharris tibia type right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,1,2,S8,S89,S89.1,S89.11,S89.112,Other & unspecified injuries of lower leg,fracture,lower physeal salterharris tibia type,left,fracture lower physeal salterharris tibia type left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,2,1,S8,S89,S89.1,S89.12,S89.121,Other & unspecified injuries of lower leg,fracture,ii lower physeal salterharris tibia type,right,fracture ii lower physeal salterharris tibia type right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,2,2,S8,S89,S89.1,S89.12,S89.122,Other & unspecified injuries of lower leg,fracture,ii lower physeal salterharris tibia type,left,fracture ii lower physeal salterharris tibia type left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,2,9,S8,S89,S89.1,S89.12,S89.129,Other & unspecified injuries of lower leg,fracture,ii lower physeal salterharris tibia type,.,fracture ii lower physeal salterharris tibia type .,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,3,1,S8,S89,S89.1,S89.13,S89.131,Other & unspecified injuries of lower leg,fracture,iii lower physeal salterharris tibia type,right,fracture iii lower physeal salterharris tibia type right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,3,2,S8,S89,S89.1,S89.13,S89.132,Other & unspecified injuries of lower leg,fracture,iii lower physeal salterharris tibia type,left,fracture iii lower physeal salterharris tibia type left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,4,1,S8,S89,S89.1,S89.14,S89.141,Other & unspecified injuries of lower leg,fracture,iv lower physeal salterharris tibia type,right,fracture iv lower physeal salterharris tibia type right,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,4,2,S8,S89,S89.1,S89.14,S89.142,Other & unspecified injuries of lower leg,fracture,iv lower physeal salterharris tibia type,left,fracture iv lower physeal salterharris tibia type left,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,4,9,S8,S89,S89.1,S89.14,S89.149,Other & unspecified injuries of lower leg,fracture,iv lower physeal salterharris tibia type,.,fracture iv lower physeal salterharris tibia type .,tibia,leg,leg,trauma,fracture,y,.
S,8,9,1,9,2,S8,S89,S89.1,S89.19,S89.192,Other & unspecified injuries of lower leg,fracture,lower physeal tibia,left,fracture lower physeal tibia left,tibia,leg,leg,trauma,fracture,y,.
L,0,3,0,3,1,L0,L03,L03.0,L03.03,L03.031,Cellulitis,acute cellulitis finger lymphangitis toe,left right,.,acute cellulitis finger lymphangitis toe left right .,toe,foot,leg,skin,.,y,.
L,0,3,0,3,2,L0,L03,L03.0,L03.03,L03.032,Cellulitis,acute cellulitis finger lymphangitis toe,left right,.,acute cellulitis finger lymphangitis toe left right .,toe,foot,leg,skin,.,y,.
M,2,0,4,0,.,M2,M20,M20.4,M20.40,M20.40,Acquired deformities of fingers & toes,acquired foot hammer toes,.,.,acquired foot hammer toes . .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,4,1,.,M2,M20,M20.4,M20.41,M20.41,Acquired deformities of fingers & toes,acquired foot hammer toes,right,.,acquired foot hammer toes right .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,4,2,.,M2,M20,M20.4,M20.42,M20.42,Acquired deformities of fingers & toes,acquired foot hammer toes,left,.,acquired foot hammer toes left .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,5,X,1,M2,M20,M20.5,M20.5X,M20.5X1,Acquired deformities of fingers & toes,acquired deformities foot toes,left right,.,acquired deformities foot toes left right .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,5,X,2,M2,M20,M20.5,M20.5X,M20.5X2,Acquired deformities of fingers & toes,acquired deformities foot toes,left right,.,acquired deformities foot toes left right .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,5,X,9,M2,M20,M20.5,M20.5X,M20.5X9,Acquired deformities of fingers & toes,acquired deformities foot toes,left right,.,acquired deformities foot toes left right .,toe,foot,leg,musculoskeletal,.,y,.
M,2,0,6,1,.,M2,M20,M20.6,M20.61,M20.61,Acquired deformities of fingers & toes,acquired deformities foot toes,right,.,acquired deformities foot toes right .,toe,foot,leg,musculoskeletal,.,y,.
M,2,4,0,7,4,M2,M24,M24.0,M24.07,M24.074,Other specific joint derangements,body loose,ankle joints toe,.,body loose ankle joints toe .,toe,foot,leg,musculoskeletal,.,y,.
M,2,4,0,7,5,M2,M24,M24.0,M24.07,M24.075,Other specific joint derangements,body loose,ankle joints toe,.,body loose ankle joints toe .,toe,foot,leg,musculoskeletal,.,y,.
M,2,4,4,7,1,M2,M24,M24.4,M24.47,M24.471,Other specific joint derangements,dislocation recurrent,ankle foot left right toes,.,dislocation recurrent ankle foot left right toes .,toe,foot,leg,musculoskeletal,.,y,.
M,2,4,4,7,2,M2,M24,M24.4,M24.47,M24.472,Other specific joint derangements,dislocation recurrent,ankle foot left right toes,.,dislocation recurrent ankle foot left right toes .,toe,foot,leg,musculoskeletal,.,y,.
M,7,9,6,7,4,M7,M79,M79.6,M79.67,M79.674,Other soft tissue disorders,pain,foot toes,.,pain foot toes .,toe,foot,leg,musculoskeletal,.,y,.
M,7,9,6,7,5,M7,M79,M79.6,M79.67,M79.675,Other soft tissue disorders,pain,foot toes,.,pain foot toes .,toe,foot,leg,musculoskeletal,.,y,.
Q,6,9,2,.,.,Q6,Q69,Q69.2,Q69.2,Q69.2,Polydactyly,accessory toes,.,.,accessory toes . .,toe,foot,leg,congenital,digits,y,.
Q,7,0,2,0,.,Q7,Q70,Q70.2,Q70.20,Q70.20,Syndactyly,fused toes,foot,.,fused toes foot .,toe,foot,leg,congenital,digits,y,.
Q,7,0,2,3,.,Q7,Q70,Q70.2,Q70.23,Q70.23,Syndactyly,fused toes,bilateral,.,fused toes bilateral .,toe,foot,leg,congenital,digits,y,.
Q,7,0,3,1,.,Q7,Q70,Q70.3,Q70.31,Q70.31,Syndactyly,toes webbed,foot right,.,toes webbed foot right .,toe,foot,leg,congenital,digits,y,.
Q,7,0,3,2,.,Q7,Q70,Q70.3,Q70.32,Q70.32,Syndactyly,toes webbed,foot left,.,toes webbed foot left .,toe,foot,leg,congenital,digits,y,.
Q,7,0,3,3,.,Q7,Q70,Q70.3,Q70.33,Q70.33,Syndactyly,toes webbed,bilateral,.,toes webbed bilateral .,toe,foot,leg,congenital,digits,y,.
Q,7,2,3,1,.,Q7,Q72,Q72.3,Q72.31,Q72.31,Reduction defects of lower limb,absence congenital foot toes,right,.,absence congenital foot toes right .,toe,foot,leg,congenital,absence,y,.
Q,7,2,3,3,.,Q7,Q72,Q72.3,Q72.33,Q72.33,Reduction defects of lower limb,absence congenital foot toes,bilateral,.,absence congenital foot toes bilateral .,toe,foot,leg,congenital,absence,y,.
S,9,0,1,1,1,S9,S90,S90.1,S90.11,S90.111,Superficial injury of ankle & foot,contusion damage nail,toe,right,contusion damage nail toe right,toe,foot,leg,trauma,contusion,y,.
S,9,0,1,1,2,S9,S90,S90.1,S90.11,S90.112,Superficial injury of ankle & foot,contusion damage nail,toe,left,contusion damage nail toe left,toe,foot,leg,trauma,contusion,y,.
S,9,0,1,2,1,S9,S90,S90.1,S90.12,S90.121,Superficial injury of ankle & foot,contusion damage nail,lesser toes,right,contusion damage nail lesser toes right,toe,foot,leg,trauma,contusion,y,.
S,9,0,1,2,2,S9,S90,S90.1,S90.12,S90.122,Superficial injury of ankle & foot,contusion damage nail,lesser toes,left,contusion damage nail lesser toes left,toe,foot,leg,trauma,contusion,y,.
S,9,0,2,1,1,S9,S90,S90.2,S90.21,S90.211,Superficial injury of ankle & foot,contusion damage nail,toe,right,contusion damage nail toe right,toe,foot,leg,trauma,contusion,y,.
S,9,0,2,1,2,S9,S90,S90.2,S90.21,S90.212,Superficial injury of ankle & foot,contusion damage nail,toe,left,contusion damage nail toe left,toe,foot,leg,trauma,contusion,y,.
S,9,0,2,2,2,S9,S90,S90.2,S90.22,S90.222,Superficial injury of ankle & foot,contusion damage nail,lesser toes,left,contusion damage nail lesser toes left,toe,foot,leg,trauma,contusion,y,.
S,9,1,1,1,1,S9,S91,S91.1,S91.11,S91.111,Open wound of ankle & foot,damage nail,body foreign laceration,right toe,damage nail body foreign laceration right toe,toe,foot,leg,trauma,laceration,y,.
S,9,1,1,1,2,S9,S91,S91.1,S91.11,S91.112,Open wound of ankle & foot,damage nail,body foreign laceration,left toe,damage nail body foreign laceration left toe,toe,foot,leg,trauma,laceration,y,.
S,9,1,1,1,9,S9,S91,S91.1,S91.11,S91.119,Open wound of ankle & foot,damage nail,body foreign laceration,toe,damage nail body foreign laceration toe,toe,foot,leg,trauma,laceration,y,.
S,9,1,2,0,9,S9,S91,S91.2,S91.20,S91.209,Open wound of ankle & foot,damage nail,open wound,toes,damage nail open wound toes,toe,foot,leg,trauma,wound,y,.
S,9,1,2,1,2,S9,S91,S91.2,S91.21,S91.212,Open wound of ankle & foot,damage nail,body foreign laceration,left toe,damage nail body foreign laceration left toe,toe,foot,leg,trauma,laceration,y,.
